age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
35,M,Caucasian,25 - 45,Low,Female,1,0,3,0,0,0,-0.8869756174714063,20,1
24,M,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,1.960658863983917,25,0
48,F,Caucasian,25 - 45,Low,Female,1,0,3,0,0,0,0.3662696971310578,33,1
51,F,Caucasian,Greater than 45,High,Male,0,-1,9,0,0,0,0.5365454836994401,16,0
33,F,Caucasian,25 - 45,High,Male,14,-1,9,1,2,0,-0.3425814635456561,31,1
23,M,Caucasian,Less than 25,Medium,Male,1,0,1,0,0,0,0.7770558322937886,38,0
29,M,Caucasian,25 - 45,High,Male,10,-1,9,0,0,0,-1.0188043824001964,30,0
37,F,Caucasian,25 - 45,Low,Female,1,-3,3,0,0,0,0.7327841087263434,17,1
29,F,Caucasian,25 - 45,Low,Male,0,-1,4,0,0,0,-0.3957271632823276,133,1
37,M,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,0,-0.0439215382139999,9,0
56,F,Caucasian,Greater than 45,Low,Female,1,-24,3,0,0,0,1297.2871737796904,15,1
32,F,Caucasian,25 - 45,High,Male,14,-1,10,0,0,0,-0.2051418052967493,1777,1
31,F,African-American,25 - 45,High,Male,0,0,10,1,0,0,1207.9463992098524,45,0
47,F,Caucasian,25 - 45,Low,Female,1,-28,3,0,0,0,4.386762515621058,34,1
58,F,Caucasian,Greater than 45,Low,Male,7,-1,3,0,0,0,2.0256347621201174,28,0
51,F,Caucasian,Greater than 45,Low,Male,5,-4,1,0,0,0,0.9897243486837388,23,0
56,F,Caucasian,Greater than 45,Low,Female,2,-3,1,0,0,0,1.5500405049325896,28,1
57,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0,2.28569260181714,47,0
30,F,Caucasian,Less than 25,High,Male,15,-1,9,0,0,1,-0.0518944686842115,44,1
30,M,Caucasian,25 - 45,Medium,Male,1,0,9,0,0,0,-0.4119306019915107,36,0
29,F,Caucasian,Less than 25,Low,Male,1,0,3,0,0,0,0.1620322409095735,21,1
37,F,African-American,25 - 45,Low,Male,0,-1,3,0,0,0,-1.066041858030826,16,0
52,M,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0,2.5575088258159004,26,0
51,M,African-American,25 - 45,Low,Female,4,0,3,0,0,0,0.9472920019854748,36,1
62,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0,2.6370708138807,23,0
