age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
55,F,Caucasian,Greater than 45,Low,Female,1,0,1,0,0,0,0.9638014504355298,27,0
33,F,Caucasian,25 - 45,High,Male,11,-1,10,2,0,1,-2.682629341107904,569,1
36,M,Caucasian,25 - 45,Low,Male,1,0,2,0,0,0,976.09442942092,31,1
26,F,African-American,25 - 45,Medium,Male,4,0,5,0,0,0,-6.19000252079373,968,1
34,F,Caucasian,25 - 45,High,Male,12,0,10,0,0,0,-3.04454952237602,691,1
25,F,Caucasian,Less than 25,High,Male,13,-1,8,0,0,0,-2.8307545286867137,1779,1
52,M,Caucasian,Greater than 45,Medium,Male,3,-1,6,0,0,0,1.0570071811149044,31,0
53,F,Caucasian,Greater than 45,Low,Male,4,0,1,0,0,0,2.07346022843958,28,0
22,F,Caucasian,Less than 25,Medium,Male,2,0,5,0,0,0,9.624337137450944,51,1
21,M,African-American,Less than 25,High,Male,1,-1,9,0,0,0,-0.9182563409240329,45,1
29,F,Caucasian,25 - 45,High,Male,3,-1,9,0,0,0,-1.8591341547175133,6456,1
53,F,Caucasian,Greater than 45,Low,Female,0,-2,1,0,0,0,0.759154143329875,31,0
30,F,African-American,Less than 25,High,Male,0,-1,5,0,0,0,-0.6112299030241288,14,0
29,M,African-American,25 - 45,Low,Male,5,-1,9,1,0,0,2.5886712432003174,29,0
39,M,African-American,Less than 25,Low,Male,1,-1,3,0,0,0,2.0133834131774293,21,0
49,F,Caucasian,Greater than 45,Low,Male,1,0,3,0,0,0,1.1451026069814192,45,1
36,F,Caucasian,25 - 45,High,Male,3,-1,10,1,1,1,0.8118571482940495,23,1
30,F,Caucasian,25 - 45,High,Male,16,-1,10,0,0,0,-2.401106097405541,22,1
55,M,African-American,Greater than 45,Low,Female,0,-1,3,0,0,0,1.0784255485879477,17,0
29,M,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,-0.1198187609737035,25,0
26,F,Caucasian,25 - 45,Medium,Male,16,-1,6,0,0,0,-0.8485138926610813,36,1
52,F,Caucasian,25 - 45,Low,Female,0,0,1,0,0,0,-0.4516796710837549,19,0
37,F,Caucasian,25 - 45,Low,Female,0,-1,2,0,0,0,1.6712848418478217,22,0
51,M,African-American,Greater than 45,Low,Female,0,0,2,0,0,0,0.957606718710907,21,0
52,F,African-American,Greater than 45,Medium,Male,3,-1,5,0,1,0,0.1397302537176432,32,1
30,F,African-American,25 - 45,High,Male,3,-1,9,0,0,0,-0.96041686615689,28,1
39,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,0,1.711986111420588,18,1
29,M,African-American,Less than 25,Medium,Male,13,0,10,0,0,0,0.4004222357227437,23,0
35,F,Caucasian,25 - 45,Low,Male,5,0,4,0,0,0,261.08855629175173,30,1
55,F,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0,1.4623661785565585,23,0
51,F,Caucasian,Greater than 45,Medium,Male,3,-1,5,0,1,0,0.1458144393808322,30,1
27,M,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,0.7596803262454437,16,1
47,F,African-American,Greater than 45,Medium,Male,3,0,5,0,0,0,-0.0680638722759583,49,1
58,F,African-American,Greater than 45,Low,Male,3,-1,3,1,1,0,1.2757889310771784,66,1
26,F,Caucasian,25 - 45,High,Male,16,-1,9,0,0,1,-2.29108635502773,680,1
22,F,Caucasian,Less than 25,Medium,Male,1,0,5,0,0,0,-0.9467652444126282,46,1
34,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,0,0.1451834963737939,12,0
34,F,Caucasian,25 - 45,Low,Female,5,0,3,0,0,0,18.39899470606671,35,0
23,F,Caucasian,Less than 25,Low,Female,0,-1,4,0,0,0,3.6701358744818258,15,0
32,F,Caucasian,25 - 45,High,Male,4,0,10,0,0,1,-0.8602585948456094,42,1
35,F,Caucasian,25 - 45,High,Male,8,-1,10,0,0,0,-0.6659323690323473,27,1
32,F,Caucasian,Less than 25,Medium,Male,1,0,5,0,0,0,887.0548444637999,172,0
28,F,Caucasian,25 - 45,High,Male,0,-1,10,0,1,0,1.675716996945759,62,1
26,F,Caucasian,25 - 45,High,Male,15,-1,8,0,0,1,-1.2087821454692975,880,1
56,F,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,0,0.3923117353078534,13,0
48,F,Caucasian,25 - 45,High,Male,5,-1,8,0,0,0,-1.7410192277276588,24,1
30,F,Caucasian,25 - 45,High,Male,0,0,10,2,0,0,-1.0071647806583124,617,1
32,F,Caucasian,25 - 45,High,Male,16,-1,10,0,0,0,-1.753165408157468,1703,1
39,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,0,2.1316227044863965,18,1
54,F,African-American,Greater than 45,Medium,Female,2,0,5,0,0,0,0.741496315982394,16,0
27,F,African-American,25 - 45,Low,Male,1,0,4,0,0,0,-0.7171940208082024,25,1
51,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,0,1.34265223069686,27,0
54,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0,0.9626848603377895,6,1
27,M,Caucasian,25 - 45,High,Male,9,0,10,0,0,0,-0.5258582565533836,53,1
58,F,Caucasian,Greater than 45,Low,Male,2,0,3,0,0,0,-0.8421087558404661,88,1
48,F,Caucasian,Greater than 45,High,Male,19,0,8,0,1,0,-2.0455542950312084,34,1
24,F,Caucasian,Less than 25,Medium,Male,0,0,5,0,0,0,-0.3686048504780965,6,1
62,F,Caucasian,Greater than 45,High,Male,17,-1,9,0,1,0,5.8865520047986974,70,0
57,M,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,0,1.299144063717155,22,0
56,F,African-American,Greater than 45,Low,Male,11,-1,3,0,1,0,0.7239703406798622,41,1
33,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,1.2746954508241777,1924,1
22,F,Caucasian,Less than 25,Medium,Male,0,-1,5,0,0,0,-0.1346882953603141,220,0
49,F,Caucasian,25 - 45,Low,Male,7,-21,3,0,1,0,1166.274758362852,1107,1
29,F,Caucasian,Less than 25,High,Male,0,-1,8,0,0,0,-0.8025286370711766,1052,1
29,F,Caucasian,25 - 45,High,Male,12,-1,9,0,2,2,-0.2108565737952823,24,1
22,F,Caucasian,Less than 25,Low,Male,1,0,3,0,0,0,0.4214398737230891,41,1
52,M,African-American,Greater than 45,High,Male,16,-1,9,1,0,0,0.8769480170569504,25,1
55,M,Caucasian,Greater than 45,Low,Female,0,-3,1,0,0,0,0.6613054950878373,10,0
22,M,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,0,-0.3259758658888427,21,0
27,F,Caucasian,25 - 45,High,Male,11,0,9,0,0,0,1264.578776369447,815,1
28,M,Caucasian,25 - 45,Low,Female,0,0,1,0,0,0,1.3296843659531188,4,0
23,M,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,0,1.5847261525862426,29,0
49,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,0,0.0705287596112282,853,1
23,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,0,2.57422388041039,29,1
22,M,African-American,Less than 25,Low,Male,0,-1,3,0,0,0,-0.2442527840072936,16,0
52,M,African-American,Greater than 45,High,Male,16,-1,9,0,1,0,-0.4181309835456279,19,1
32,F,Caucasian,25 - 45,High,Male,10,-1,10,0,0,0,-2.239283272603694,537,1
22,F,Caucasian,Less than 25,High,Male,1,0,10,0,0,0,1157.5554611043476,1170,1
61,M,Caucasian,25 - 45,High,Male,3,-1,9,0,1,1,0.9945640913305374,44,1
29,M,African-American,25 - 45,Low,Male,10,-1,3,0,0,0,1.983676337414598,28,0
30,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,-1.034879304505939,686,0
57,F,Caucasian,Greater than 45,Low,Female,4,-1,1,0,0,0,1.5314162334079398,33,0
52,M,African-American,Greater than 45,Low,Female,0,-1,1,0,0,0,1.640176540300129,28,0
52,F,African-American,Greater than 45,High,Male,10,-1,9,0,1,3,-0.5945223361554759,23,1
22,M,African-American,Less than 25,Medium,Male,16,0,5,0,0,0,1408.3619974977264,41,1
23,M,Caucasian,Less than 25,Low,Female,0,-2,2,0,0,0,0.4587255490855121,11,0
35,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,1.0241829650865315,21,1
53,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0,2.269141119997051,19,0
53,M,African-American,25 - 45,Medium,Male,0,0,3,0,0,0,0.5865643091269829,23,0
51,F,Caucasian,25 - 45,High,Male,6,-1,8,0,1,0,-0.1267164540138603,12778,1
52,F,African-American,25 - 45,Medium,Male,3,-1,5,0,0,0,-0.3246644247437784,27,1
56,M,African-American,25 - 45,Medium,Male,3,0,4,0,2,0,2.1037662541990594,41,0
25,F,Caucasian,25 - 45,High,Male,13,-1,10,0,0,0,-3.645934527465952,617,1
49,F,African-American,25 - 45,Medium,Male,20,0,10,0,0,0,-1.828547203098713,1172,1
29,F,Caucasian,25 - 45,High,Male,13,-1,10,0,0,0,-0.4052716993352885,744,1
22,M,African-American,25 - 45,High,Male,0,0,9,0,0,3,-0.6558792121844148,36,0
21,M,Caucasian,Less than 25,High,Male,1,-1,9,0,0,1,1.077628395084908,66,1
36,F,Caucasian,Less than 25,Low,Male,1,0,3,0,0,0,0.8108312958193952,20,1
51,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,2.6007356032078093,1805,1
32,F,Caucasian,Greater than 45,High,Male,14,-1,8,0,2,0,0.5521163457159479,27,1
32,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,1.4793788702530302,39,1
53,F,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0,3.342259932061713,61,1
53,F,Caucasian,Greater than 45,High,Male,3,0,9,0,0,0,915.1180715085002,558,1
55,F,Caucasian,25 - 45,Low,Male,0,-1,3,0,0,0,-0.5068876266561408,23,1
37,F,Caucasian,Greater than 45,Low,Female,1,0,1,0,0,0,1.7179660134839512,26,0
30,F,African-American,25 - 45,Medium,Male,6,-1,7,0,0,0,0.6933226023413205,24,1
27,F,Caucasian,25 - 45,High,Male,16,-1,10,0,2,3,1.0263932396479771,694,1
27,F,Caucasian,25 - 45,High,Male,12,-1,9,0,0,0,-0.812105166134528,47,1
35,F,Caucasian,25 - 45,Low,Male,5,0,4,0,0,0,1.243222712938546,37,1
51,F,African-American,Greater than 45,Low,Male,0,-1,3,0,0,0,0.93687814096295,19,0
34,M,African-American,25 - 45,Medium,Female,0,0,5,0,0,0,-0.1325338724265818,1,0
38,F,African-American,25 - 45,Low,Male,0,-1,3,0,0,0,1.798661439029622,29,1
54,F,Caucasian,Greater than 45,Low,Male,3,0,3,0,1,0,1.4811378391572674,59,1
21,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,1,-0.215199182499244,1924,1
20,F,Caucasian,Less than 25,High,Male,0,-1,9,0,0,0,-1.7988680361321798,55,1
50,F,Caucasian,25 - 45,High,Male,18,-1,9,0,0,0,-0.2560458160585814,37,1
51,F,Caucasian,25 - 45,High,Male,19,0,9,1,2,0,-0.0024406262061154,57,1
50,F,Caucasian,Greater than 45,Low,Female,0,0,3,0,0,0,1.6932011771240787,24,0
37,F,Caucasian,25 - 45,Low,Female,4,-1,1,0,0,0,2.101732996283401,25,0
55,F,African-American,25 - 45,High,Male,0,0,10,0,0,0,-1.9090753800773008,377,0
53,M,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-1.8278256586090584,31,1
30,F,Caucasian,25 - 45,High,Male,5,-1,10,0,2,2,0.5405416829781329,33,1
31,F,Caucasian,25 - 45,High,Male,4,-1,7,0,0,0,1.6307349604774135,4053,1
46,F,Caucasian,25 - 45,High,Male,12,-1,8,0,0,0,1.750387049511171,752,1
21,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,0.1336327262884191,45,0
55,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0,2.521723214219376,3,0
27,M,African-American,25 - 45,Medium,Female,0,0,5,0,0,0,960.2321599550858,43,1
55,F,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,0,1.3086411803427476,27,0
27,F,Caucasian,Less than 25,Low,Male,1,-1,3,0,0,0,0.8111371353846798,27,1
52,F,Caucasian,Greater than 45,Low,Male,3,-1,1,0,0,0,1.0040004297451677,27,1
36,M,Caucasian,Greater than 45,Low,Female,7,-3,1,0,0,0,1.4863154654324169,17,0
62,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,0.7882341560890553,53,1
36,F,Caucasian,25 - 45,Low,Female,2,-22,1,0,0,0,6.402370157998998,20,0
39,M,Caucasian,25 - 45,Low,Female,0,-4,1,0,0,0,1.7197082030752924,17,0
29,M,African-American,25 - 45,High,Male,0,0,10,0,0,0,-0.8929284956515253,18,0
37,F,Caucasian,25 - 45,Low,Male,2,-3,1,0,0,0,0.7496945929651531,18,0
23,M,African-American,Less than 25,Medium,Female,0,-1,3,0,0,0,0.357544454425029,8,1
27,M,African-American,Less than 25,High,Male,4,-16,5,0,0,0,773.1869351188313,906,0
34,F,African-American,Less than 25,Medium,Male,0,0,5,0,0,0,-0.7727725507392369,17,0
29,M,Caucasian,25 - 45,Low,Male,0,0,4,0,0,0,0.8464960146787861,34,1
21,F,African-American,Less than 25,High,Male,12,-1,9,0,2,1,-1.8972671002934007,34,1
43,F,Caucasian,Greater than 45,Low,Male,3,-21,3,0,1,0,506.80513235692354,566,1
26,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,0,2.818230096475787,57,1
39,F,African-American,25 - 45,High,Male,18,-1,10,0,0,0,-1.1901837236163406,674,0
30,F,African-American,Greater than 45,High,Male,3,-1,9,0,0,0,-1.158311333682198,34,1
29,F,African-American,25 - 45,Low,Female,5,0,5,0,0,0,0.6206529297681229,33,0
53,F,Caucasian,Greater than 45,Low,Male,13,0,1,0,0,0,1.5099509655430692,64,1
53,F,African-American,Greater than 45,Low,Male,0,-1,3,0,0,0,0.910713201977091,31,0
35,F,Caucasian,25 - 45,Low,Male,2,0,4,0,0,1,17.14780547206454,54,1
60,F,Caucasian,Greater than 45,Low,Male,3,-1,3,0,0,0,1.3307583653557769,41,0
29,M,African-American,25 - 45,Low,Female,0,0,4,0,0,0,-0.069437257334757,27,0
51,M,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,0.4089001792654786,26,1
49,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,-0.7851750836735782,22,1
50,F,African-American,25 - 45,Medium,Male,0,-1,6,0,0,0,0.6110864070292981,40,1
20,F,Caucasian,Less than 25,High,Male,1,-1,10,0,0,1,1.1800337924810385,60,1
37,F,Caucasian,Greater than 45,Low,Male,1,0,2,0,0,0,2.0746624168576733,30,1
21,F,Caucasian,Less than 25,High,Male,0,-1,9,0,0,1,-0.8368741547787277,2299,1
38,M,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,0,1.1321982262404762,26,0
53,M,Caucasian,25 - 45,High,Male,15,-1,10,0,2,0,-1.557254643416831,25,1
21,F,Caucasian,Less than 25,High,Male,0,-1,9,0,0,3,-1.1274521011239054,48,0
53,F,African-American,Greater than 45,Low,Female,1,0,5,0,0,0,0.4157195234652966,29,0
48,F,African-American,Greater than 45,Medium,Male,15,-1,5,0,0,0,0.9387301618782588,163,1
59,M,Caucasian,25 - 45,Low,Male,4,0,2,0,0,0,1.72843531771278,23,0
51,M,African-American,Greater than 45,Low,Male,3,-1,9,0,0,1,1.7920794217036888,42,1
36,F,African-American,Less than 25,Low,Male,0,0,3,0,0,0,1.6542516610106537,15,0
29,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-0.0661824109840669,28,0
35,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,20.8405207021375,23,0
37,F,Caucasian,25 - 45,Low,Female,2,0,1,0,0,0,0.0471592949960186,12,0
20,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-3.5513000195741498,49,0
61,M,African-American,Greater than 45,Low,Male,0,-3,3,0,0,0,1.777201616783541,9,0
23,M,Caucasian,Less than 25,High,Male,3,-1,9,0,2,4,0.781614155572063,36,1
50,F,African-American,25 - 45,Low,Male,0,0,3,0,0,0,1.7484126383135603,16,1
36,M,Caucasian,Greater than 45,Low,Male,1,0,4,0,0,0,1.6061300891694927,43,1
30,M,African-American,25 - 45,Medium,Male,0,-1,7,0,0,0,2.3647479431237795,22,0
37,M,Caucasian,25 - 45,Low,Male,5,-1,3,0,0,0,1.53300070426508,26,1
30,F,Caucasian,25 - 45,High,Male,1,0,10,0,0,0,-1.346832121444076,679,1
36,F,African-American,Greater than 45,Low,Male,3,0,3,0,0,0,2.425766510085399,27,1
20,F,Caucasian,Less than 25,High,Male,5,-1,10,0,0,2,-1.096635072111234,66,1
35,M,Caucasian,25 - 45,Low,Female,5,0,2,0,0,0,1292.914826956728,6,0
22,F,Caucasian,Less than 25,High,Male,1,-1,8,1,0,0,0.1377989650138249,45,1
23,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,2,0,0.3848841154892098,25,1
23,F,Caucasian,Less than 25,Low,Female,1,0,4,0,0,0,0.5447638754366041,12,0
26,F,Caucasian,25 - 45,High,Male,5,0,10,0,0,0,-0.9832567443447872,661,1
35,F,Caucasian,25 - 45,Low,Female,2,-28,1,0,0,0,17.674363001179408,28,0
34,F,Caucasian,25 - 45,Low,Male,1,0,4,0,0,0,1.0585329754295842,807,1
32,F,Caucasian,25 - 45,Low,Female,2,-27,3,0,0,0,10.173392557817666,27,0
36,F,Caucasian,25 - 45,Low,Female,0,-1,3,0,0,0,1.026913075014144,3,1
56,F,Caucasian,Greater than 45,Low,Male,1,-1,1,0,0,0,1.7254429501877604,29,0
29,F,Caucasian,25 - 45,High,Male,15,-1,10,0,0,0,-0.2007987881713784,633,1
36,F,Caucasian,25 - 45,Medium,Female,7,0,3,0,0,0,1.0905830627118631,31,0
40,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,0,1.723742521685514,131,0
29,F,African-American,Greater than 45,Medium,Male,3,-1,3,0,0,0,2.058226926717808,33,0
54,F,African-American,Greater than 45,Medium,Male,7,0,5,0,0,0,0.1896618811743136,39,1
30,M,African-American,25 - 45,Medium,Female,0,-1,7,0,0,0,-1.605252327430523,21,0
24,F,Caucasian,25 - 45,Low,Male,3,-17,3,0,0,0,0.1018293222449635,648,0
46,F,African-American,Greater than 45,Medium,Male,3,0,5,0,1,0,-1.2258307442146643,38,1
26,F,African-American,25 - 45,Low,Male,1,0,4,0,0,0,0.3647759638970034,18,1
29,F,African-American,Less than 25,Medium,Male,1,0,5,0,0,0,-0.5817431025413471,1308,1
36,F,Caucasian,25 - 45,Low,Male,7,0,3,0,0,0,0.8035644578955217,37,1
36,F,Caucasian,Greater than 45,Low,Male,16,-1,1,0,0,0,1.9530967373811643,15,1
58,F,Caucasian,25 - 45,High,Male,17,-1,10,2,0,0,-0.7363359154163855,16,1
33,F,Caucasian,25 - 45,Low,Male,2,0,3,0,0,0,1306.4374978148687,37,0
23,M,Caucasian,Less than 25,Low,Male,0,-1,3,0,0,0,-1.0530183884139726,23,0
53,F,Caucasian,Greater than 45,Low,Male,4,-1,1,0,0,0,2.1167349953470747,23,0
49,F,African-American,25 - 45,Low,Male,0,0,1,0,0,0,0.4166536512984596,30,0
45,F,Caucasian,25 - 45,Low,Male,2,-24,1,0,0,0,12.780538644512092,50,1
29,M,Caucasian,Less than 25,Low,Male,1,-3,2,0,0,0,1.29606022043244,3,0
22,F,African-American,25 - 45,Medium,Male,0,-1,4,0,0,0,0.5843825219588316,33,0
29,F,Caucasian,25 - 45,High,Male,13,-1,10,1,0,0,2.06852969711702,31,1
22,F,African-American,Less than 25,High,Male,0,-1,9,0,0,0,-1.591364365830782,15,0
55,F,Caucasian,Greater than 45,Low,Female,1,0,1,0,0,0,3.14936059451186,19,0
55,F,African-American,Greater than 45,Low,Male,3,-1,3,0,0,0,1.0857450898911716,26,0
57,F,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,0,1.4093740622873192,33,0
29,F,Caucasian,25 - 45,High,Male,20,-1,9,0,0,0,0.1560140833742116,995,1
21,F,African-American,25 - 45,Medium,Male,0,-1,9,0,0,0,-1.335398500232918,14,1
54,F,Caucasian,25 - 45,High,Male,19,-1,9,0,0,0,4.55649256137279,49,1
35,F,Caucasian,Less than 25,Low,Male,1,0,3,0,0,0,-0.1998941347499154,27,1
48,F,African-American,Greater than 45,Medium,Male,13,0,5,0,3,0,1269.0239503422526,1110,1
53,F,Caucasian,Greater than 45,Low,Female,0,-1,1,0,0,0,-0.5370428768453759,34,0
33,M,African-American,25 - 45,Low,Female,5,-3,3,0,0,0,1407.0931273114716,16,0
32,F,Caucasian,Less than 25,High,Male,12,-1,10,0,0,2,-0.2461927857011758,48,1
30,M,African-American,25 - 45,Low,Female,0,0,5,0,0,0,-0.2457873593822719,17,0
54,F,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0,0.6988220987220672,25,1
32,F,African-American,Less than 25,Low,Male,0,-1,4,0,0,0,1.6369717596071878,16,1
21,F,Caucasian,Less than 25,Medium,Male,0,-1,5,0,0,0,0.5594709942428077,24,1
23,M,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,-0.2262701254989985,5,0
26,F,Caucasian,25 - 45,High,Male,17,0,8,0,0,0,-1.1291552184004294,1384,1
53,M,African-American,Greater than 45,Medium,Male,0,0,5,0,0,0,0.4859383953021244,45,0
28,F,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,-2.820311737814368,28,1
59,F,Caucasian,Greater than 45,Low,Male,0,-3,1,0,0,0,1.8988744388097405,22,0
51,M,African-American,Greater than 45,Low,Male,3,-1,2,0,0,0,3.208583740958468,28,0
35,F,Caucasian,Greater than 45,Low,Female,1,-4,1,0,0,0,1.3378759550353014,10,0
30,F,Caucasian,25 - 45,High,Male,5,-1,9,0,0,0,1.69725714206899,2089,1
35,M,African-American,25 - 45,Low,Female,4,0,4,0,0,0,256.5646790658811,33,1
23,F,Caucasian,25 - 45,High,Male,9,-1,10,0,2,0,-1.2359786548295404,819,1
52,F,African-American,Greater than 45,Medium,Male,3,0,5,0,0,0,3.2532681743599485,823,0
36,F,African-American,25 - 45,Medium,Male,1,-1,8,1,1,1,1.2191660303768117,39,1
31,F,Caucasian,25 - 45,High,Male,18,-1,9,0,1,0,-1.5162129205643475,34,1
28,M,African-American,25 - 45,High,Male,1,0,9,0,0,0,-2.1711615766330707,819,0
31,F,Caucasian,25 - 45,High,Male,15,-1,10,0,0,0,-1.1771918385884688,9864,1
48,M,Caucasian,25 - 45,Low,Male,6,-26,3,0,0,0,12.063432297967196,43,0
23,F,Caucasian,Less than 25,Low,Female,1,-23,4,0,0,0,12.726287942583411,10,0
36,F,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,0,0.5625894278428123,76,1
23,F,Caucasian,Less than 25,Low,Male,2,-1,3,0,0,1,0.2959786027750296,13,1
22,F,African-American,Less than 25,Medium,Male,3,-1,5,0,2,0,1.958342638101892,23,0
23,M,Caucasian,Less than 25,Low,Female,2,-2,2,0,0,0,0.3189877035668212,11,0
31,F,Caucasian,25 - 45,Low,Female,1,-1,4,0,0,0,0.5947705162921046,12,0
