age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
53,F,African-American,Greater than 45,Low,Male,3,-1,3,0,0,0,1.0875792593873848,48,1
29,F,Caucasian,Greater than 45,Medium,Male,14,0,5,0,0,0,0.7829199128525155,38,1
23,F,Caucasian,Less than 25,High,Male,1,-1,3,0,2,2,1.6955732205987002,73,1
46,F,Caucasian,Greater than 45,Low,Female,2,0,1,0,0,0,1.202922540843185,25,0
36,M,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,0,2.131334563182179,11,0
27,M,African-American,Less than 25,High,Male,1,0,5,0,0,0,825.0006176502934,32,0
26,M,Caucasian,25 - 45,Low,Male,1,-1,4,1,0,1,0.3932958266934133,35,0
53,M,Caucasian,25 - 45,Low,Male,1,0,1,0,0,0,1.5503330027318392,20,0
21,F,Caucasian,Less than 25,High,Male,0,-1,8,0,0,0,-1.7330386733911414,29,1
23,F,African-American,Less than 25,Low,Female,1,0,3,0,0,0,-0.2054433564372371,24,1
36,M,African-American,25 - 45,Low,Female,3,0,3,0,0,0,1.189094442760625,19,1
34,M,Caucasian,25 - 45,Low,Female,1,-3,1,0,0,0,0.8563911464764606,1,0
53,F,African-American,Greater than 45,Low,Male,0,-1,3,0,0,0,1.6195806654750569,29,1
27,F,Caucasian,25 - 45,Medium,Male,12,0,5,0,0,0,-0.6532664042890473,26,1
36,M,African-American,25 - 45,Low,Female,1,0,3,0,0,0,0.4287211425367556,15,1
35,M,Caucasian,25 - 45,Low,Female,1,-1,2,0,0,0,0.4321413314879525,14,0
26,F,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,0,-1.410103949320464,216,1
51,F,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0,1.6515464137363285,36,1
30,F,Caucasian,25 - 45,Low,Female,1,0,1,0,0,0,1.2777286594265238,130,0
35,F,Caucasian,25 - 45,Low,Male,2,0,4,0,0,0,1193.2186763654531,24,1
56,F,Caucasian,Greater than 45,Low,Female,3,-1,3,0,0,0,1.808308148505128,30,0
34,F,Caucasian,25 - 45,Low,Male,3,0,4,0,0,0,1.733427248387196,42,1
27,F,Caucasian,Less than 25,High,Male,12,-1,10,1,0,0,1276.2469603396478,35,0
57,M,Caucasian,Greater than 45,Low,Male,3,-1,1,0,0,0,1.271487165577738,29,0
23,M,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,3,-0.4816817632445258,18,0
36,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,0,-0.210317729816027,20,1
25,F,Caucasian,Less than 25,Medium,Male,1,0,5,0,0,0,-1.8672541168950507,715,0
37,F,African-American,Greater than 45,Low,Female,3,-1,3,0,0,0,1.818565958514205,24,1
53,F,Caucasian,Greater than 45,Low,Female,2,0,1,0,0,0,1.5987394314883852,14,0
22,F,African-American,25 - 45,Medium,Male,3,0,5,0,0,0,0.0524036981715785,25,0
53,F,Caucasian,Greater than 45,High,Male,0,-1,9,0,0,0,-1.2604251267009114,435,0
23,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,0,0.6913729346740862,16,1
29,M,African-American,25 - 45,Medium,Female,0,-1,5,0,0,0,1.390149624010573,21,0
56,F,Caucasian,Greater than 45,Low,Male,0,0,5,0,0,0,1.4673886217137562,43,1
67,F,Caucasian,Greater than 45,Low,Male,1,-3,1,0,0,0,1.421635281414064,194,1
28,F,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-1.0650080073035737,24,1
26,F,African-American,Less than 25,High,Male,4,0,5,0,0,0,-0.1984142878437751,1564,1
33,F,Caucasian,25 - 45,High,Male,6,-1,10,0,0,2,-0.4968411406912258,510,1
35,F,Caucasian,25 - 45,High,Male,21,-1,10,0,0,0,0.124569378725776,1488,1
23,F,Caucasian,Less than 25,Low,Male,1,-3,2,0,0,0,0.0599431573861186,5,0
37,F,Caucasian,25 - 45,Medium,Male,1,0,3,0,0,0,1.157406523162988,104,1
53,F,Caucasian,Greater than 45,Low,Female,8,-2,1,0,0,0,-1.77700033703874,23,0
33,F,Caucasian,25 - 45,High,Male,11,-1,10,0,0,1,0.2464106065130511,37,0
38,M,Caucasian,25 - 45,Low,Male,1,-1,4,0,0,0,2.366173333842021,27,0
22,F,African-American,Less than 25,Low,Female,0,-3,3,0,0,0,1.2180616673950104,18,1
24,F,Caucasian,Less than 25,High,Male,16,0,10,0,0,0,483.26364938677307,839,1
22,F,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,0,1.3455522439307157,41,1
28,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,1.1188841988260674,1468,1
27,F,African-American,25 - 45,Medium,Female,1,0,5,0,0,0,1009.1512491430844,673,0
21,F,Caucasian,Less than 25,High,Male,0,-1,9,0,0,1,-0.5058940735079336,32,1
36,F,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,0,-1.689118941008225,26,0
22,F,African-American,Less than 25,Medium,Male,0,-1,5,0,0,0,-0.9667087341066768,29,0
22,M,Caucasian,Less than 25,Low,Male,1,-3,4,0,0,0,-1.8711512739820035,16,0
27,F,Caucasian,25 - 45,High,Male,8,-1,9,0,3,2,2.127758765674062,21,0
29,F,African-American,25 - 45,High,Male,6,0,5,0,0,0,0.684945198535493,45,1
27,F,Caucasian,25 - 45,Medium,Male,5,0,5,0,0,0,-1.6778721045215583,613,1
61,M,Caucasian,25 - 45,Low,Female,2,0,1,0,0,0,1.840857701135788,10,0
32,M,African-American,25 - 45,Low,Male,5,0,3,0,0,0,0.7192999737949867,18,0
49,F,African-American,Greater than 45,Low,Male,3,0,3,0,1,0,0.163013337204799,55,1
56,F,Caucasian,Greater than 45,Low,Male,6,0,3,0,0,0,2.5639407823090563,37,1
52,F,Caucasian,Greater than 45,High,Male,0,-1,9,0,0,0,0.5574080577047448,1830,0
34,F,Caucasian,25 - 45,High,Male,12,-1,9,0,1,4,1.1804367597627077,2019,1
30,F,Caucasian,25 - 45,High,Male,8,-1,10,0,0,0,-0.7913165164042957,44,1
54,F,African-American,Greater than 45,Low,Female,1,0,3,0,0,0,0.5574466535279178,40,1
28,F,Caucasian,Less than 25,High,Male,0,-1,9,0,0,0,-1.54532928282895,1462,1
51,F,Caucasian,Greater than 45,Low,Female,2,0,1,0,0,0,1.8337585202004063,9,0
22,F,African-American,Less than 25,High,Male,1,-1,10,0,0,1,-1.3550732486396877,41,1
52,F,African-American,Greater than 45,Low,Male,3,0,1,0,1,0,1.106889695897114,40,0
