age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
27,F,African-American,25 - 45,Medium,Male,9,0,5,0,0,0,1.0938809124334343,25,1
50,F,Caucasian,25 - 45,Low,Female,3,0,2,0,0,0,1.4405149014072816,24,1
38,M,African-American,25 - 45,Low,Male,15,-1,3,1,0,0,2.727647246650309,25,0
50,F,African-American,Greater than 45,Low,Male,3,-23,3,0,0,0,1.0388255873451928,37,1
29,F,African-American,25 - 45,Medium,Male,9,-1,9,0,0,0,0.3940179838151816,24,1
51,F,African-American,25 - 45,Medium,Male,3,-1,9,1,1,0,0.7044046407893592,32,1
35,M,African-American,Less than 25,Medium,Male,0,-1,5,0,0,0,0.4660313231837329,31,1
28,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,-1.4593029368391954,28,1
26,F,African-American,25 - 45,High,Male,12,-1,10,0,0,0,1.1020987425911608,34,1
23,F,Caucasian,25 - 45,Low,Female,1,0,4,0,0,0,0.4442058276359141,34,1
37,F,Caucasian,Greater than 45,Low,Female,5,0,1,0,0,0,2.0850198476554884,24,1
29,F,African-American,Less than 25,High,Male,1,0,7,0,0,0,-1.036411429352462,44,1
57,M,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,0,1.695925075642759,20,0
32,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-0.8747364531007606,800,0
36,M,Caucasian,25 - 45,Low,Female,24,0,2,0,0,0,1.5898576612772657,22,0
56,F,Caucasian,Greater than 45,Low,Female,0,-1,3,0,0,0,1.1265370034904505,29,0
22,F,Caucasian,Less than 25,Medium,Male,5,-1,10,0,0,0,-0.9864064902528332,44,0
21,F,African-American,Less than 25,High,Male,1,0,9,0,0,0,703.7799941089387,47,1
51,F,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0,0.1165347085525343,42,1
57,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0,1.241114513948682,33,0
33,F,African-American,25 - 45,Medium,Male,1,0,3,0,0,0,0.4640110666829354,27,1
56,F,Caucasian,Greater than 45,Low,Female,0,0,3,0,0,0,2.1099989691147414,3,0
22,F,Caucasian,Less than 25,Low,Female,1,-22,3,0,0,0,197.24468688799223,37,1
32,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,0.2689091805432948,19,1
26,F,African-American,25 - 45,High,Male,12,0,9,0,0,0,-2.3903640697806923,21,0
27,F,African-American,25 - 45,Medium,Male,1,-1,9,0,0,0,-0.3587477359065985,32,1
30,F,Caucasian,25 - 45,High,Male,4,0,10,0,0,0,-0.4088978007469763,38,0
26,F,African-American,Less than 25,Medium,Male,5,0,5,0,0,0,-0.3146067752603443,623,1
56,M,Caucasian,Greater than 45,Low,Female,0,-4,1,0,0,0,-0.4105079340826638,23,0
51,M,African-American,25 - 45,Low,Male,3,0,3,0,0,1,1.2598967786156672,28,1
26,F,Caucasian,Less than 25,High,Male,6,-1,10,0,0,3,-0.2125477107104685,46,0
34,M,African-American,Less than 25,Medium,Female,0,0,5,0,0,0,-1.6747724583063788,2,0
63,F,Caucasian,Greater than 45,Low,Female,4,0,1,0,0,0,0.4119569412326882,41,0
58,F,Caucasian,Greater than 45,Low,Male,0,-1,3,0,0,0,1.9334234865195616,25,0
27,M,Caucasian,Less than 25,High,Male,0,0,10,0,0,0,-3.14916394354303,749,0
34,F,Caucasian,25 - 45,High,Male,0,0,10,0,0,0,-1.7658395413289532,752,0
30,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,-2.0127640460500373,4278,1
